iter	Passed	Remaining
1020	32175	11943
1021	32202	11910
1022	32233	11878
1023	32260	11845
1024	32287	11812
1025	32330	11785
1026	32361	11753
1027	32389	11720
1028	32423	11690
1029	32452	11657
1030	32484	11626
1031	32511	11593
1032	32538	11560
1033	32567	11527
1034	32600	11496
1035	32633	11465
1036	32678	11438
1037	32720	11411
1038	32749	11378
1039	32777	11346
1040	32808	11314
1041	32837	11281
1042	32867	11249
1043	32896	11217
1044	32923	11184
1045	32949	11151
1046	32981	11119
1047	33015	11089
1048	33046	11057
1049	33074	11024
1050	33111	10995
1051	33152	10966
1052	33188	10936
1053	33224	10906
1054	33262	10877
1055	33296	10846
1056	33325	10814
1057	33361	10784
1058	33396	10753
1059	33430	10723
1060	33458	10690
1061	33485	10657
1062	33512	10624
1063	33544	10593
1064	33572	10560
1065	33600	10527
1066	33628	10495
1067	33659	10463
1068	33693	10432
1069	33730	10402
1070	33756	10369
1071	33784	10337
1072	33812	10304
1073	33838	10271
1074	33866	10238
1075	33898	10207
1076	33931	10176
1077	33958	10143
1078	33987	10111
1079	34013	10077
1080	34040	10045
1081	34073	10014
1082	34104	9982
1083	34140	9952
1084	34170	9920
1085	34198	9887
1086	34230	9856
1087	34256	9823
1088	34285	9791
1089	34315	9759
1090	34345	9727
1091	34372	9694
1092	34399	9661
1093	34428	9629
1094	34456	9597
1095	34484	9565
1096	34510	9532
1097	34539	9500
1098	34574	9469
1099	34608	9438
1100	34643	9408
1101	34673	9376
1102	34703	9344
1103	34738	9313
1104	34775	9284
1105	34814	9254
1106	34848	9223
1107	34878	9191
1108	34912	9160
1109	34939	9128
1110	34971	9097
1111	35012	9067
1112	35046	9037
1113	35075	9005
1114	35103	8972
1115	35128	8939
1116	35162	8908
1117	35191	8876
1118	35219	8844
1119	35247	8811
1120	35277	8780
1121	35312	8749
1122	35343	8717
1123	35377	8686
1124	35411	8656
1125	35452	8626
1126	35490	8597
1127	35521	8565
1128	35549	8533
1129	35582	8501
1130	35615	8470
1131	35653	8440
1132	35686	8409
1133	35717	8378
1134	35745	8345
1135	35780	8315
1136	35817	8284
1137	35849	8253
1138	35883	8222
1139	35916	8191
1140	35949	8160
1141	35987	8130
1142	36020	8099
1143	36056	8068
1144	36094	8038
1145	36129	8007
1146	36165	7977
1147	36202	7946
1148	36245	7917
1149	36277	7886
1150	36314	7856
